Concurso;Data;Coluna 1;Coluna 2;Coluna 3;Coluna 4;Coluna 5;Ganhadores;Prêmio
2600;19/05/2011;1;8;43;65;80;0;
2601;20/05/2011;5;12;29;35;65;0;
2602;21/05/2011;4;5;13;14;17;7;192627,93
2603;23/05/2011;6;28;36;55;76;1;361908,29
2604;24/05/2011;25;29;71;72;78;0;
2605;25/05/2011;34;53;67;73;79;0;
2606;26/05/2011;20;36;59;65;79;0;
2607;27/05/2011;20;27;29;48;67;1;1814238,95
2608;28/05/2011;3;8;49;54;63;0;
2609;30/05/2011;1;11;35;77;79;0;
2610;31/05/2011;18;21;43;45;47;0;
2611;01/06/2011;25;32;51;64;80;0;
2612;02/06/2011;3;22;34;72;75;1;2522762,66
2613;03/06/2011;2;15;38;41;61;0;
2614;04/06/2011;4;21;29;30;80;0;
2615;06/06/2011;19;31;47;49;65;0;
2616;07/06/2011;7;15;16;40;43;0;
2617;08/06/2011;7;12;16;35;50;1;2610701,27
2618;09/06/2011;1;13;53;54;72;0;
2619;10/06/2011;4;5;6;42;66;0;
2620;11/06/2011;5;22;39;40;56;1;1399372,06
2621;13/06/2011;28;30;49;61;80;0;
2622;14/06/2011;9;27;55;63;74;0;
2623;15/06/2011;3;10;52;60;62;0;
2624;16/06/2011;32;49;57;62;71;0;
2625;17/06/2011;17;20;29;56;61;0;
2626;18/06/2011;37;42;48;64;71;0;
2627;24/06/2011;14;15;28;58;68;5;13466817,74
2628;25/06/2011;4;37;49;51;68;0;
2629;27/06/2011;43;45;48;66;69;0;
2630;28/06/2011;7;41;48;58;62;0;
2631;29/06/2011;5;10;24;51;64;0;
2632;30/06/2011;16;52;56;59;65;1;2497966,02
2633;01/07/2011;2;14;28;35;48;3;148631,10
2634;02/07/2011;10;23;44;56;71;0;
2635;04/07/2011;4;20;40;50;62;0;
2636;05/07/2011;29;35;36;48;62;0;
2637;06/07/2011;26;27;46;51;75;0;
2638;07/07/2011;8;24;26;35;75;0;
2639;08/07/2011;23;24;37;49;78;0;
2640;09/07/2011;4;12;26;57;67;1;4478474,65
2641;11/07/2011;5;21;36;45;73;1;383887,94
2642;12/07/2011;22;59;62;63;77;0;
2643;13/07/2011;3;23;33;68;73;0;
2644;14/07/2011;28;33;71;72;79;0;
2645;15/07/2011;23;31;46;47;76;0;
2646;16/07/2011;9;22;43;53;67;2;1420853,07
2647;18/07/2011;16;32;37;53;59;0;
2648;19/07/2011;39;52;54;63;69;0;
2649;20/07/2011;11;18;20;58;60;1;1438055,32
2650;21/07/2011;8;19;29;47;74;0;
2651;22/07/2011;6;10;16;49;78;0;
2652;23/07/2011;41;57;60;68;80;0;
2653;25/07/2011;18;23;48;78;79;0;
2654;26/07/2011;2;41;53;71;72;0;
2655;27/07/2011;16;64;66;74;77;1;3353783,49
2656;28/07/2011;13;26;45;63;68;1;385984,33
2657;29/07/2011;6;9;12;25;27;1;410816,88
2658;30/07/2011;8;28;42;51;68;0;
2659;01/08/2011;12;26;38;49;62;1;925858,27
2660;02/08/2011;3;9;10;40;70;1;412918,52
2661;03/08/2011;3;16;17;34;67;0;
2662;04/08/2011;2;21;53;59;74;0;
2663;05/08/2011;45;48;55;59;80;0;
2664;06/08/2011;2;23;39;47;66;0;
2665;08/08/2011;23;44;54;68;79;0;
2666;09/08/2011;5;7;16;25;26;2;1665328,89
2667;10/08/2011;27;28;38;44;57;0;
2668;11/08/2011;16;22;54;67;77;0;
2669;12/08/2011;19;20;22;26;61;0;
2670;13/08/2011;1;36;46;54;70;1;2042519,78
2671;15/08/2011;18;19;50;54;67;0;
2672;16/08/2011;9;22;56;60;64;0;
2673;17/08/2011;3;23;32;72;80;0;
2674;18/08/2011;6;9;30;39;40;1;1809436,23
2675;19/08/2011;31;36;46;47;59;0;
2676;20/08/2011;16;34;35;45;60;0;
2677;22/08/2011;34;50;54;56;69;0;
2678;23/08/2011;9;24;32;54;63;0;
2679;24/08/2011;32;42;45;64;77;0;
2680;25/08/2011;12;27;49;55;70;0;
2681;26/08/2011;35;42;62;69;73;0;
2682;27/08/2011;23;34;63;73;74;1;4587632,89
2683;29/08/2011;6;17;25;26;76;1;364581,54
2684;30/08/2011;4;13;51;52;62;1;378651,52
2685;31/08/2011;30;53;59;64;80;0;
2686;01/09/2011;4;20;28;60;78;0;
2687;02/09/2011;5;18;24;41;63;0;
2688;03/09/2011;13;36;40;55;56;0;
2689;05/09/2011;4;18;21;76;79;1;2644759,73
2690;06/09/2011;19;31;36;46;70;0;
2691;08/09/2011;15;16;24;27;67;0;
2692;09/09/2011;35;51;71;77;79;0;
2693;10/09/2011;4;6;22;34;43;0;
2694;13/09/2011;32;35;44;55;65;0;
2695;13/09/2011;2;46;50;55;72;0;
2696;14/09/2011;28;40;62;76;79;0;
2697;15/09/2011;7;9;13;18;24;3;1600322,83
2698;16/09/2011;18;24;30;66;76;0;
2699;17/09/2011;28;50;57;71;72;0;
2700;19/09/2011;8;14;69;71;79;0;
2701;20/09/2011;38;43;60;70;76;0;
2702;21/09/2011;31;51;59;73;77;0;
2703;22/09/2011;12;25;43;46;68;1;3372609,27
2704;23/09/2011;15;48;52;53;76;1;416132,82
2705;24/09/2011;1;3;5;67;79;1;470076,27
2706;26/09/2011;28;29;40;46;67;0;
2707;27/09/2011;11;15;29;48;67;1;865776,03
2708;28/09/2011;19;30;36;51;57;0;
2709;29/09/2011;3;35;68;75;78;0;
2710;30/09/2011;11;31;34;43;60;1;1390323,53
2711;01/10/2011;45;52;57;68;70;0;
2712;03/10/2011;8;40;41;70;80;0;
2713;04/10/2011;7;36;42;49;76;0;
2714;05/10/2011;4;20;35;59;77;0;
2715;06/10/2011;6;46;52;53;56;1;2693079,65
2716;07/10/2011;9;25;29;31;78;1;422141,45
2717;08/10/2011;18;26;46;55;56;0;
2718;10/10/2011;18;30;49;59;60;0;
2719;11/10/2011;4;11;40;60;67;1;1507503,32
2720;13/10/2011;2;8;33;60;75;0;
2721;14/10/2011;20;29;32;43;65;0;
2722;15/10/2011;25;29;36;56;70;0;
2723;17/10/2011;4;47;51;63;75;1;2049373,74
2724;18/10/2011;30;51;57;66;79;0;
2725;19/10/2011;10;12;42;48;60;1;932650,67
2726;20/10/2011;4;12;17;61;62;0;
2727;21/10/2011;22;61;65;66;70;0;
2728;22/10/2011;23;34;36;52;69;0;
2729;24/10/2011;16;43;51;59;76;0;
2730;25/10/2011;35;45;47;76;79;0;
2731;26/10/2011;4;10;19;68;79;1;3431589,91
2732;27/10/2011;24;28;31;35;47;0;
2733;28/10/2011;40;66;67;72;77;0;
2734;29/10/2011;34;40;42;49;66;0;
2735;31/10/2011;3;8;42;75;77;0;
2736;01/11/2011;13;14;42;58;61;0;
2737;03/11/2011;8;13;28;31;74;1;3583116,23
2738;04/11/2011;31;53;55;60;68;0;
2739;05/11/2011;1;11;15;27;65;0;
2740;07/11/2011;22;30;49;63;64;0;
2741;08/11/2011;8;30;40;68;77;0;
2742;09/11/2011;15;20;48;75;79;1;2954431,02
2743;10/11/2011;15;43;56;69;77;1;423048,50
2744;11/11/2011;14;28;29;36;41;0;
2745;12/11/2011;1;30;42;57;71;0;
2746;14/11/2011;26;31;39;45;80;0;
2747;16/11/2011;19;36;38;54;66;0;
2748;17/11/2011;18;26;37;49;77;0;
2749;18/11/2011;20;27;72;75;79;1;3612128,45
2750;19/11/2011;2;16;50;73;78;0;
2751;21/11/2011;15;23;49;51;71;3;325507,89
2752;22/11/2011;8;28;33;37;77;0;
2753;23/11/2011;23;46;50;63;75;0;
2754;24/11/2011;15;27;47;61;71;0;
2755;25/11/2011;4;8;33;67;72;0;
2756;26/11/2011;3;4;23;34;57;0;
2757;28/11/2011;7;29;49;72;73;0;
2758;29/11/2011;13;24;65;73;74;1;4169830,45
2759;30/11/2011;14;26;27;55;56;0;
2760;01/12/2011;9;16;17;58;64;0;
2761;02/12/2011;44;46;50;63;79;0;
2762;03/12/2011;3;17;46;63;78;1;2201721,53
2763;05/12/2011;3;4;26;60;61;1;421485,08
2764;06/12/2011;17;38;40;52;70;0;
2765;07/12/2011;2;7;20;53;64;0;
2766;08/12/2011;28;39;58;59;77;0;
2767;09/12/2011;9;42;74;76;78;0;
2768;10/12/2011;7;18;49;56;75;0;
2769;12/12/2011;20;53;58;66;72;0;
2770;13/12/2011;22;28;51;58;75;0;
2771;14/12/2011;2;12;17;42;72;0;
2772;15/12/2011;31;46;47;60;67;0;
2773;16/12/2011;6;16;29;36;54;0;
2774;17/12/2011;5;31;44;45;74;0;
2775;19/12/2011;10;36;56;61;74;0;
2776;20/12/2011;4;35;53;68;74;0;
2777;21/12/2011;27;41;42;45;67;1;12673136,31
2778;22/12/2011;18;29;53;56;68;2;244404,40
2779;23/12/2011;5;17;29;49;72;0;
2780;24/12/2011;9;33;46;48;70;0;
2781;26/12/2011;8;13;53;54;55;1;1516497,19
2782;27/12/2011;8;27;34;59;61;0;
2783;28/12/2011;12;27;35;71;79;0;
2784;29/12/2011;5;29;42;49;74;0;
2785;30/12/2011;6;33;43;53;62;0;
2786;31/12/2011;20;35;42;45;57;0;
2787;02/01/2012;8;27;32;59;75;0;
2788;03/01/2012;3;24;35;46;79;0;
2789;04/01/2012;10;11;40;45;79;0;
2790;05/01/2012;1;12;43;69;75;0;
2791;06/01/2012;1;16;32;38;67;1;7897643,02
2792;07/01/2012;29;47;64;65;77;0;
2793;09/01/2012;13;19;35;56;62;1;1144664,13
2794;10/01/2012;1;29;53;57;60;0;
2795;11/01/2012;26;27;33;73;74;0;
2796;12/01/2012;19;42;43;50;78;0;
2797;13/01/2012;24;39;45;64;65;1;2543864,48
2798;14/01/2012;9;22;68;72;79;1;546496,98
2799;16/01/2012;23;35;40;48;80;0;
2800;17/01/2012;13;18;35;45;47;1;1022962,04
2801;18/01/2012;1;18;20;23;26;1;484605,51
2802;19/01/2012;12;14;16;24;74;1;459612,56
2803;20/01/2012;2;6;36;41;80;0;
2804;21/01/2012;10;17;40;57;69;0;
2805;23/01/2012;12;21;29;43;69;0;
2806;24/01/2012;17;31;54;55;72;0;
2807;25/01/2012;18;39;50;53;65;0;
2808;26/01/2012;38;53;59;74;78;2;1734709,55
2809;27/01/2012;23;31;47;58;76;0;
2810;28/01/2012;12;44;45;59;76;0;
2811;30/01/2012;16;19;59;62;69;0;
2812;31/01/2012;50;54;63;79;80;0;
2813;01/02/2012;6;23;31;38;52;2;1439886,52
2814;02/02/2012;1;29;38;39;52;0;
2815;03/02/2012;4;34;40;46;77;2;484014,32
2816;04/02/2012;20;46;57;75;77;1;502754,85
2817;06/02/2012;1;53;61;71;78;0;
2818;07/02/2012;23;60;66;71;74;0;
2819;08/02/2012;17;33;41;54;71;0;
2820;09/02/2012;6;29;44;45;58;1;2130856,09
2821;10/02/2012;1;24;68;78;79;0;
2822;11/02/2012;15;25;39;41;74;0;
2823;13/02/2012;2;10;16;23;57;1;1530234,63
2824;14/02/2012;1;45;48;60;61;0;
2825;15/02/2012;18;26;35;52;63;1;930781,42
2826;16/02/2012;12;16;29;30;48;0;
2827;17/02/2012;20;54;57;73;75;0;
2828;18/02/2012;22;23;33;79;80;2;720052,27
2829;22/02/2012;27;35;41;42;44;0;
2830;23/02/2012;22;24;41;69;73;0;
2831;24/02/2012;14;23;34;43;54;4;363628,32
2832;25/02/2012;16;24;47;61;68;1;460100,13
2833;27/02/2012;24;41;52;62;78;0;
2834;28/02/2012;6;27;30;49;58;0;
2835;01/03/2012;14;15;38;58;77;0;
2836;01/03/2012;3;15;43;57;68;0;
2837;02/03/2012;49;57;60;66;70;0;
2838;03/03/2012;9;10;21;32;59;0;
2839;05/03/2012;13;45;48;52;73;1;3655873,32
2840;06/03/2012;18;37;40;44;71;0;
2841;07/03/2012;14;39;47;56;68;0;
2842;08/03/2012;32;36;37;44;68;0;
2843;09/03/2012;11;24;27;31;79;0;
2844;10/03/2012;3;21;29;39;75;0;
2845;12/03/2012;5;31;40;43;49;0;
2846;13/03/2012;19;23;45;61;77;0;
2847;14/03/2012;37;39;45;52;71;0;
2848;15/03/2012;15;33;39;55;62;3;2042422,11
2849;16/03/2012;21;56;67;68;77;0;
2850;17/03/2012;20;28;39;52;70;1;1005634,57
2851;19/03/2012;8;14;15;24;28;2;209530,47
2852;20/03/2012;1;20;27;33;48;0;
2853;21/03/2012;3;6;10;20;76;4;234418,98
2854;22/03/2012;6;10;11;53;55;1;441174,70
2855;23/03/2012;4;11;49;65;71;0;
2856;24/03/2012;5;28;64;67;79;0;
2857;26/03/2012;3;40;45;65;72;0;
2858;27/03/2012;23;37;62;63;72;0;
2859;28/03/2012;10;31;42;76;77;0;
2860;29/03/2012;19;55;58;70;74;0;
2861;30/03/2012;5;17;39;58;69;1;4416496,00
2862;31/03/2012;3;15;19;53;75;3;165575,39
2863;02/04/2012;35;39;47;61;66;1;439005,20
2864;03/04/2012;21;35;66;71;76;0;
2865;04/04/2012;16;17;37;65;69;0;
2866;05/04/2012;17;21;47;53;65;1;1613221,36
2867;07/04/2012;12;18;37;45;59;0;
2868;09/04/2012;23;25;27;40;74;0;
2869;10/04/2012;23;36;64;65;73;0;
2870;11/04/2012;2;26;42;61;74;0;
2871;12/04/2012;8;30;39;70;77;0;
2872;13/04/2012;6;13;15;33;54;1;3814659,33
2873;14/04/2012;37;50;58;65;76;0;
2874;16/04/2012;16;23;48;53;71;0;
2875;17/04/2012;5;24;37;53;71;0;
2876;18/04/2012;15;46;53;70;73;0;
2877;19/04/2012;10;20;58;61;73;0;
2878;20/04/2012;5;6;32;76;77;0;
2879;23/04/2012;30;31;38;76;80;0;
2880;24/04/2012;59;62;67;69;73;1;5631068,45
2881;25/04/2012;32;45;48;79;80;0;
2882;26/04/2012;24;28;34;42;70;1;990319,94
2883;27/04/2012;28;50;60;61;76;0;
2884;28/04/2012;28;44;65;72;76;1;1002624,19
2885;30/04/2012;12;29;61;69;73;0;
2886;02/05/2012;1;18;30;53;56;0;
2887;03/05/2012;8;23;43;50;71;0;
2888;04/05/2012;9;19;35;72;73;0;
2889;05/05/2012;20;22;51;59;66;2;1531373,39
2890;07/05/2012;5;17;27;58;70;0;
2891;08/05/2012;5;13;17;62;77;1;969836,74
2892;09/05/2012;10;37;50;59;61;0;
2893;10/05/2012;14;42;53;59;69;0;
2894;11/05/2012;11;16;22;49;53;1;1686764,43
2895;12/05/2012;17;21;22;35;74;0;
2896;14/05/2012;4;5;23;26;77;1;998819,03
2897;15/05/2012;11;33;50;51;76;0;
2898;16/05/2012;2;47;67;72;77;0;
2899;17/05/2012;43;51;55;68;71;2;795005,12
2900;18/05/2012;20;36;54;56;61;0;
2901;19/05/2012;1;2;20;36;73;0;
2902;21/05/2012;42;46;48;74;75;0;
2903;22/05/2012;4;15;24;39;66;0;
2904;23/05/2012;12;36;54;59;73;1;2993225,66
2905;24/05/2012;5;14;24;43;78;0;
2906;25/05/2012;5;65;66;68;75;0;
2907;26/05/2012;16;36;44;53;61;2;781174,85
2908;28/05/2012;13;17;21;48;62;0;
2909;29/05/2012;12;27;30;40;61;0;
2910;30/05/2012;11;28;30;63;73;0;
2911;31/05/2012;25;40;46;50;57;1;1994540,07
2912;01/06/2012;35;44;50;57;70;2;228684,36
2913;02/06/2012;5;15;26;64;65;0;
2914;04/06/2012;9;13;22;35;44;0;
2915;05/06/2012;7;14;17;74;80;0;
2916;06/06/2012;2;33;38;51;70;0;
2917;08/06/2012;1;6;48;57;71;0;
2918;09/06/2012;15;26;27;30;59;0;
2919;11/06/2012;5;23;51;63;72;1;4529361,13
2920;12/06/2012;10;52;64;67;72;1;457637,99
2921;13/06/2012;3;18;30;33;69;0;
2922;14/06/2012;19;24;40;75;80;0;
2923;15/06/2012;13;19;37;50;72;1;1571972,12
2924;16/06/2012;4;29;57;59;65;1;491221,27
2925;23/06/2012;2;4;27;36;51;7;12712834,52
2926;25/06/2012;24;36;42;62;75;0;
2927;26/06/2012;14;48;51;63;73;0;
2928;27/06/2012;14;19;26;37;80;0;
2929;28/06/2012;27;32;57;61;80;1;2186862,51
2930;29/06/2012;1;5;27;62;67;0;
2931;30/06/2012;5;27;32;64;73;0;
2932;02/07/2012;10;27;37;45;59;0;
2933;03/07/2012;8;18;59;64;68;4;629275,83
2934;04/07/2012;42;46;49;60;71;0;
2935;05/07/2012;18;21;29;46;74;1;1179222,96
2936;06/07/2012;29;30;39;57;66;1;531272,69
2937;07/07/2012;3;29;43;57;69;1;566838,95
2938;09/07/2012;4;35;37;39;42;0;
2939;10/07/2012;7;16;19;55;62;0;
2940;11/07/2012;25;29;40;69;75;1;1571725,33
2941;12/07/2012;5;17;32;53;79;0;
2942;13/07/2012;9;27;59;61;65;1;1154438,95
2943;14/07/2012;10;22;26;48;78;1;551156,45
2944;16/07/2012;2;10;11;25;48;2;229864,03
2945;17/07/2012;1;11;39;41;75;0;
2946;18/07/2012;8;10;22;24;62;1;1060407,58
2947;19/07/2012;8;26;48;66;71;0;
2948;20/07/2012;29;40;44;50;74;0;
2949;21/07/2012;14;54;71;73;79;1;1699919,59
2950;23/07/2012;27;34;50;57;61;0;
2951;24/07/2012;14;17;28;37;75;0;
2952;25/07/2012;2;52;65;75;77;1;1597046,92
2953;26/07/2012;6;10;23;55;69;2;231555,83
2954;27/07/2012;3;14;20;31;51;0;
2955;28/07/2012;19;39;54;60;75;0;
2956;30/07/2012;10;17;41;47;50;1;1602775,13
2957;31/07/2012;7;21;23;69;75;0;
2958;01/08/2012;12;17;37;55;64;0;
2959;02/08/2012;1;15;47;63;66;0;
2960;03/08/2012;1;5;7;30;56;1;2422591,74
2961;04/08/2012;23;28;33;51;79;0;
2962;06/08/2012;2;17;20;60;68;0;
2963;07/08/2012;46;52;55;56;73;1;1711127,44
2964;08/08/2012;3;27;43;49;72;0;
2965;09/08/2012;8;15;28;48;79;0;
2966;10/08/2012;2;9;33;41;63;0;
2967;11/08/2012;7;19;34;59;62;0;
2968;13/08/2012;25;27;31;35;75;1;3101764,97
2969;14/08/2012;14;15;18;30;57;0;
2970;15/08/2012;7;32;69;72;74;0;
2971;16/08/2012;13;24;26;49;66;1;1584017,94
2972;17/08/2012;36;40;45;57;70;0;
2973;18/08/2012;21;36;41;58;69;0;
2974;20/08/2012;8;11;64;72;78;0;
2975;21/08/2012;15;25;49;56;65;2;1148734,30
2976;22/08/2012;1;33;40;67;75;0;
2977;23/08/2012;5;17;18;28;80;0;
2978;24/08/2012;5;31;39;60;79;1;1598514,75
2979;25/08/2012;16;35;49;50;74;0;
2980;27/08/2012;5;42;59;78;79;0;
2981;28/08/2012;34;51;58;61;73;0;
2982;29/08/2012;5;13;67;68;74;1;2171872,71
2983;30/08/2012;11;21;41;71;79;1;456059,11
2984;31/08/2012;31;45;69;71;75;0;
2985;01/09/2012;2;35;43;61;70;0;
2986;03/09/2012;16;27;29;38;39;0;
2987;04/09/2012;10;26;65;66;68;1;2189430,06
2988;05/09/2012;24;29;36;69;70;0;
2989;06/09/2012;41;44;66;73;79;2;476577,05
2990;08/09/2012;5;23;33;37;67;0;
2991;10/09/2012;24;29;30;35;62;1;917642,52
2992;11/09/2012;5;6;16;22;47;0;
2993;12/09/2012;12;29;31;34;68;0;
2994;13/09/2012;16;37;55;70;71;0;
2995;14/09/2012;4;12;33;38;62;1;2330769,03
2996;15/09/2012;17;32;39;55;72;0;
2997;17/09/2012;20;40;43;61;70;0;
2998;18/09/2012;10;17;24;46;53;1;1566955,70
2999;19/09/2012;9;23;42;63;68;0;
3000;20/09/2012;2;21;31;37;57;0;
3001;21/09/2012;30;37;42;66;78;0;
3002;22/09/2012;17;21;43;55;57;0;
3003;24/09/2012;13;21;38;44;74;0;
3004;25/09/2012;33;36;55;68;80;0;
3005;26/09/2012;22;32;39;54;66;0;
3006;27/09/2012;4;24;28;46;72;1;5495919,04
3007;28/09/2012;9;51;54;58;69;0;
3008;29/09/2012;15;50;76;77;79;0;
3009;01/10/2012;7;12;40;49;65;0;
3010;02/10/2012;9;11;22;35;52;0;
3011;03/10/2012;1;5;36;64;79;2;1556009,84
3012;04/10/2012;28;36;42;45;49;2;257538,65
3013;05/10/2012;58;71;73;74;77;0;
3014;06/10/2012;19;33;53;61;63;0;
3015;08/10/2012;3;61;63;69;70;0;
3016;09/10/2012;20;34;36;53;62;1;2370898,43
3017;10/10/2012;45;46;48;53;59;0;
3018;11/10/2012;21;50;51;61;73;0;
3019;13/10/2012;1;12;23;46;51;0;
3020;15/10/2012;12;27;49;59;79;0;
3021;16/10/2012;32;38;60;71;80;1;3173681,11
3022;17/10/2012;35;40;54;66;71;0;
3023;18/10/2012;4;38;44;76;78;0;
3024;19/10/2012;15;16;30;38;79;0;
3025;20/10/2012;2;17;30;45;70;0;
3026;22/10/2012;6;42;51;52;80;0;
3027;23/10/2012;6;22;40;57;63;0;
3028;24/10/2012;9;24;31;39;78;0;
3029;25/10/2012;2;39;44;48;60;1;6082926,74
3030;26/10/2012;25;39;52;64;79;0;
3031;27/10/2012;7;12;15;43;58;1;1026268,14
3032;29/10/2012;15;17;41;50;72;1;432247,41
3033;30/10/2012;28;61;70;74;77;0;
3034;31/10/2012;12;20;47;71;74;0;
3035;01/11/2012;13;34;46;51;77;1;1635097,48
3036;03/11/2012;12;18;31;35;45;1;541579,16
3037;05/11/2012;5;22;28;64;80;1;454171,41
3038;06/11/2012;20;59;62;67;71;1;481712,81
3039;07/11/2012;7;16;38;54;56;0;
3040;08/11/2012;8;61;62;64;65;0;
3041;09/11/2012;27;29;39;47;66;1;1799791,57
3042;10/11/2012;2;9;47;68;70;0;
3043;12/11/2012;12;17;37;45;64;1;1107187,84
3044;13/11/2012;1;11;53;57;79;2;243026,56
3045;14/11/2012;19;26;42;43;50;0;
3046;16/11/2012;5;53;55;57;63;0;
3047;17/11/2012;21;40;63;72;74;0;
3048;19/11/2012;26;27;40;43;52;1;2389058,04
3049;20/11/2012;15;32;45;69;72;2;169258,07
3050;21/11/2012;4;51;58;69;77;0;
3051;22/11/2012;13;33;46;51;70;0;
3052;23/11/2012;6;24;65;66;78;1;1631972,25
3053;24/11/2012;4;9;47;51;58;1;486832,76
3054;26/11/2012;18;50;55;65;77;0;
3055;27/11/2012;7;13;15;17;48;0;
3056;28/11/2012;16;37;60;63;64;0;
3057;29/11/2012;4;33;58;61;76;2;1194101,50
3058;30/11/2012;10;18;24;69;80;1;477929,90
3059;01/12/2012;13;26;40;67;69;0;
3060;03/12/2012;12;16;45;61;65;0;
3061;04/12/2012;27;51;54;63;74;2;890044,75
3062;05/12/2012;28;30;44;57;70;0;
3063;06/12/2012;8;20;32;42;68;0;
3064;07/12/2012;15;43;56;63;79;0;
3065;08/12/2012;3;9;40;60;61;1;2449380,83
3066;10/12/2012;24;32;42;53;73;1;438822,72
3067;11/12/2012;11;38;48;51;55;0;
3068;12/12/2012;7;27;45;53;56;1;1057099,54
3069;13/12/2012;1;10;34;49;76;0;
3070;14/12/2012;11;45;62;67;77;0;
3071;15/12/2012;6;13;19;20;72;1;1687938,24
3072;17/12/2012;7;8;20;26;66;0;
3073;18/12/2012;10;23;48;63;74;0;
3074;19/12/2012;1;25;29;61;62;1;1602538,14
3075;20/12/2012;7;21;42;49;57;0;
3076;21/12/2012;8;33;40;54;73;0;
3077;22/12/2012;4;56;67;74;77;1;1572583,53
3078;24/12/2012;21;40;43;53;59;0;
3079;26/12/2012;11;18;32;51;56;0;
3080;27/12/2012;39;42;54;56;57;0;
3081;28/12/2012;33;36;39;44;62;0;
3082;29/12/2012;1;4;19;53;57;3;865711,24
3083;31/12/2012;37;48;65;69;75;0;
3084;02/01/2013;17;28;30;31;47;0;
3085;03/01/2013;12;28;30;36;39;0;
3086;04/01/2013;12;14;27;53;74;0;
3087;05/01/2013;15;16;41;46;47;1;3089084,61
3088;07/01/2013;38;42;47;64;66;0;
3089;08/01/2013;4;23;28;39;79;0;
3090;09/01/2013;3;12;54;62;67;1;1854285,78
3091;10/01/2013;14;27;43;59;66;1;548470,82
3092;11/01/2013;11;23;28;35;37;0;
3093;12/01/2013;11;12;13;42;48;1;1168460,37
3094;14/01/2013;7;17;27;56;75;0;
3095;15/01/2013;13;30;33;61;75;0;
3096;16/01/2013;6;19;49;76;80;0;
3097;17/01/2013;6;41;42;47;58;0;
3098;18/01/2013;20;31;34;41;61;0;
3099;19/01/2013;22;42;46;61;68;0;
3100;21/01/2013;16;23;24;30;76;0;
3101;22/01/2013;9;14;22;30;51;1;6711181,72
3102;23/01/2013;6;32;51;61;78;0;
3103;24/01/2013;7;26;32;37;42;1;1113634,47
3104;25/01/2013;3;16;36;65;74;7;66891,91
3105;26/01/2013;22;43;53;61;75;0;
3106;28/01/2013;35;52;64;71;80;0;
3107;29/01/2013;24;41;42;54;55;0;
3108;30/01/2013;4;8;10;34;54;2;1277388,68
3109;31/01/2013;7;25;46;64;73;0;
3110;01/02/2013;45;46;55;65;76;0;
3111;02/02/2013;1;4;49;56;68;1;1817978,53
3112;04/02/2013;20;24;25;31;38;0;
3113;05/02/2013;14;15;41;42;73;0;
3114;06/02/2013;14;19;38;45;47;1;1825004,54
3115;07/02/2013;1;25;53;67;74;0;
3116;08/02/2013;2;12;45;59;74;1;1165521,74
3117;09/02/2013;22;24;37;40;48;0;
3118;13/02/2013;23;25;41;72;75;0;
3119;14/02/2013;3;23;25;29;68;2;844802,19
3120;15/02/2013;26;30;31;39;60;0;
3121;16/02/2013;1;5;41;57;78;0;
3122;18/02/2013;3;11;29;30;37;0;
3123;19/02/2013;17;38;57;61;72;0;
3124;20/02/2013;28;37;56;59;65;2;1709175,57
3125;21/02/2013;40;44;45;52;64;0;
3126;22/02/2013;14;27;31;36;45;0;
3127;23/02/2013;37;60;61;72;76;0;
3128;25/02/2013;8;12;22;52;64;0;
3129;26/02/2013;21;33;37;51;71;0;
3130;27/02/2013;7;30;44;45;57;1;4418624,99
3131;28/02/2013;11;18;50;51;80;0;
3132;01/03/2013;2;29;34;47;70;0;
3133;02/03/2013;7;14;49;56;74;0;
3134;04/03/2013;14;39;45;50;80;1;2563177,60
3135;05/03/2013;11;22;34;44;72;0;
3136;06/03/2013;15;29;52;79;80;1;1130180,58
3137;07/03/2013;10;21;29;33;68;0;
3138;08/03/2013;19;20;47;56;76;0;
3139;09/03/2013;13;22;46;67;68;0;
3140;11/03/2013;11;19;27;48;55;1;2490420,58
3141;12/03/2013;9;18;44;56;72;0;
3142;13/03/2013;20;45;58;69;78;0;
3143;14/03/2013;19;24;26;59;67;1;1837446,86
3144;15/03/2013;30;38;45;53;63;0;
3145;16/03/2013;4;15;28;34;52;0;
3146;18/03/2013;2;8;56;72;73;1;1769696,63
3147;19/03/2013;11;37;41;64;70;0;
3148;20/03/2013;24;47;68;73;74;1;1046278,32
3149;21/03/2013;1;16;30;60;67;0;
3150;22/03/2013;19;28;49;53;77;0;
3151;23/03/2013;4;36;51;58;75;2;849353,80
3152;25/03/2013;10;38;44;47;59;0;
3153;26/03/2013;11;26;40;54;73;0;
3154;27/03/2013;10;21;26;38;54;0;
3155;28/03/2013;1;16;21;50;80;0;
3156;30/03/2013;20;51;59;68;73;0;
3157;01/04/2013;10;22;31;54;72;0;
3158;02/04/2013;6;20;39;57;75;0;
3159;03/04/2013;8;40;52;67;70;1;5911094,36
3160;04/04/2013;13;16;25;32;69;0;
3161;05/04/2013;10;15;22;25;78;0;
3162;06/04/2013;4;19;22;39;41;0;
3163;08/04/2013;24;40;45;49;68;0;
3164;09/04/2013;21;39;41;66;74;0;
3165;10/04/2013;7;29;66;75;76;0;
3166;11/04/2013;4;11;16;34;63;1;5453146,18
3167;12/04/2013;20;26;48;59;74;1;512199,00
3168;13/04/2013;10;14;31;53;67;1;524248,06
3169;15/04/2013;14;47;73;74;77;0;
3170;16/04/2013;2;15;27;34;69;1;1074569,93
