Conc.;Data;1a;2a;3a;4a;5a;Gan.;Prêmio
2624;16/06/2011;32;49;57;62;71;0;
2623;15/06/2011;3;10;52;60;62;0;
2622;14/06/2011;9;27;55;63;74;0;
2621;13/06/2011;28;30;49;61;80;0;
2620;11/06/2011;5;22;39;40;56;1;1.399.372,06
2619;10/06/2011;4;5;6;42;66;0;
2618;09/06/2011;1;13;53;54;72;0;
2617;08/06/2011;7;12;16;35;50;1;2.610.701,27
2616;07/06/2011;7;15;16;40;43;0;
2615;06/06/2011;19;31;47;49;65;0;
2614;04/06/2011;4;21;29;30;80;0;
2613;03/06/2011;2;15;38;41;61;0;
2612;02/06/2011;3;22;34;72;75;1;2.522.762,66
2611;01/06/2011;25;32;51;64;80;0;
2610;31/05/2011;18;21;43;45;47;0;
2609;30/05/2011;1;11;35;77;79;0;
2608;28/05/2011;3;8;49;54;63;0;
2607;27/05/2011;20;27;29;48;67;1;1.814.238,95
2606;26/05/2011;20;36;59;65;79;0;
2605;25/05/2011;34;53;67;73;79;0;
2604;24/05/2011;25;29;71;72;78;0;
2603;23/05/2011;6;28;36;55;76;1;361.908,29
2602;21/05/2011;4;5;13;14;17;7;192.627,93
2601;20/05/2011;5;12;29;35;65;0;
2600;19/05/2011;1;8;43;65;80;0;
2599;18/05/2011;16;31;36;44;68;1;1.340.995,62
2598;17/05/2011;39;49;50;67;76;0;
2597;16/05/2011;33;50;52;69;70;0;
2596;14/05/2011;5;18;49;59;65;1;942.775,73
2595;13/05/2011;29;40;43;62;68;0;
2594;12/05/2011;32;42;44;52;62;1;1.932.064,92
2593;11/05/2011;2;5;27;29;80;0;
2592;10/05/2011;42;54;57;63;68;0;
2591;09/05/2011;46;49;55;57;70;0;
2590;07/05/2011;22;23;50;68;69;1;2.623.458,86
2589;06/05/2011;18;40;62;66;75;0;
2588;05/05/2011;18;59;62;72;77;0;
2587;04/05/2011;12;28;39;58;80;0;
2586;03/05/2011;18;28;39;44;55;0;
2585;02/05/2011;4;5;10;34;55;1;1.880.256,77
2584;30/04/2011;23;35;50;55;75;0;
2583;29/04/2011;10;22;23;35;60;0;
2582;28/04/2011;15;29;58;67;70;0;
2581;27/04/2011;5;22;36;41;79;1;1.332.134,25
2580;26/04/2011;20;38;40;45;48;0;
2579;25/04/2011;33;46;72;74;78;0;
2578;23/04/2011;4;13;51;72;73;1;2.411.565,85
2577;20/04/2011;15;27;40;68;76;0;
2576;19/04/2011;28;33;39;46;74;0;
2575;18/04/2011;7;11;13;26;35;0;
2574;16/04/2011;6;13;32;47;50;0;
2573;15/04/2011;10;26;33;37;59;1;1.857.000,59
2572;14/04/2011;16;28;34;64;77;0;
2571;13/04/2011;28;51;59;68;77;0;
2570;12/04/2011;36;39;75;78;79;0;
2569;11/04/2011;4;10;11;21;53;1;362.512,18
2568;09/04/2011;7;19;46;69;73;1;3.183.390,87
2567;08/04/2011;6;48;53;77;79;0;
2566;07/04/2011;15;25;37;43;55;0;
2565;06/04/2011;4;46;48;49;65;0;
2564;05/04/2011;15;22;34;60;61;0;
2563;04/04/2011;44;58;66;67;75;0;
2562;02/04/2011;4;10;15;48;54;1;893.746,86
2561;01/04/2011;2;26;51;52;65;0;
2560;31/03/2011;2;10;14;24;34;1;1.747.156,18
2559;30/03/2011;34;37;55;60;70;0;
2558;29/03/2011;12;39;40;70;75;0;
2557;28/03/2011;5;27;30;50;62;0;
2556;26/03/2011;5;20;26;52;80;1;2.364.638,22
2555;25/03/2011;10;36;38;51;80;0;
2554;24/03/2011;3;62;63;66;69;0;
2553;23/03/2011;1;22;38;57;62;0;
2552;22/03/2011;39;41;42;63;69;0;
2551;21/03/2011;4;5;15;46;60;1;834.712,98
2550;19/03/2011;17;21;50;68;76;0;
2549;18/03/2011;17;22;25;39;40;2;195.755,45
2548;17/03/2011;4;10;52;73;75;1;841.435,26
2547;16/03/2011;15;26;62;74;80;0;
2546;15/03/2011;6;23;33;36;53;1;1.409.083,30
2545;14/03/2011;1;8;55;74;80;0;
2544;12/03/2011;16;19;21;28;61;0;
2543;11/03/2011;8;28;34;48;64;1;2.524.954,49
2542;10/03/2011;36;48;52;71;74;0;
2541;09/03/2011;7;14;24;62;68;0;
2540;05/03/2011;37;42;49;51;76;0;
2539;04/03/2011;22;29;50;58;78;0;
2538;03/03/2011;22;31;48;70;76;1;899.913,94
2537;02/03/2011;12;46;48;72;77;0;
2536;01/03/2011;14;24;27;73;75;1;834.190,62
2535;28/02/2011;7;25;26;37;55;0;
2534;26/02/2011;4;7;33;52;57;1;1.372.845,93
2533;25/02/2011;4;8;18;47;78;0;
2532;24/02/2011;4;7;60;73;74;0;
2531;23/02/2011;5;28;55;58;78;1;1.357.557,51
2530;22/02/2011;4;11;18;38;64;0;
2529;21/02/2011;23;32;71;75;77;0;
2528;19/02/2011;11;48;49;50;54;1;3.189.561,44
2527;18/02/2011;1;19;37;44;48;0;
2526;17/02/2011;21;34;37;43;71;0;
2525;16/02/2011;29;33;47;63;76;0;
2524;15/02/2011;4;5;6;41;76;0;
2523;14/02/2011;36;38;57;67;68;0;
2522;12/02/2011;45;47;52;73;76;2;702.761,45
2521;11/02/2011;10;40;59;64;74;0;
2520;10/02/2011;6;7;14;51;52;0;
2519;09/02/2011;31;33;39;49;54;2;461.727,75
2518;08/02/2011;6;32;47;54;78;0;
2517;07/02/2011;10;14;22;68;77;1;2.617.853,28
2516;05/02/2011;6;28;37;38;77;0;
2515;04/02/2011;18;24;41;67;76;0;
2514;03/02/2011;15;27;30;58;61;0;
2513;02/02/2011;16;26;47;50;78;0;
2512;01/02/2011;31;39;46;66;79;2;212.797,58
2511;31/01/2011;3;21;39;45;53;1;811.357,30
2510;29/01/2011;34;50;71;77;78;0;
2509;28/01/2011;13;61;69;70;71;1;426.200,18
2508;27/01/2011;12;17;23;26;60;1;2.420.266,33
2507;26/01/2011;31;60;62;73;76;0;
2506;25/01/2011;44;47;49;55;80;0;
2505;24/01/2011;25;38;39;52;53;0;
2504;22/01/2011;26;47;54;55;79;0;
2503;21/01/2011;37;39;43;68;75;1;794.987,49
2502;20/01/2011;8;31;49;63;64;0;
2501;19/01/2011;4;39;41;54;73;1;835.872,68
2500;18/01/2011;28;61;66;68;70;0;
2499;17/01/2011;9;13;28;55;64;1;879.423,79
2498;15/01/2011;7;8;45;47;62;0;
2497;14/01/2011;10;31;44;53;75;1;1.969.173,76
2496;13/01/2011;3;28;33;52;57;0;
2495;12/01/2011;12;18;26;31;33;0;
2494;11/01/2011;7;12;52;68;79;0;
2493;10/01/2011;2;14;31;60;64;2;1.958.034,68
2492;08/01/2011;14;28;39;71;77;0;
2491;07/01/2011;32;37;44;50;58;0;
2490;06/01/2011;15;41;48;52;58;0;
2489;05/01/2011;7;24;29;35;56;0;
2488;04/01/2011;2;4;26;49;55;0;
2487;03/01/2011;1;30;50;57;65;0;
2486;31/12/2010;11;28;41;69;72;1;681.357,36
2485;30/12/2010;5;18;32;58;64;0;
2484;29/12/2010;22;52;57;59;72;2;411.321,17
2483;28/12/2010;2;13;42;52;75;0;
2482;27/12/2010;17;19;20;26;47;1;1.201.165,65
2481;24/12/2010;18;27;31;63;78;0;
2480;23/12/2010;1;31;44;48;78;0;
2479;22/12/2010;4;38;46;52;72;1;1.812.134,83
2478;21/12/2010;2;60;61;64;76;0;
2477;20/12/2010;4;23;33;44;46;0;
2476;18/12/2010;18;26;29;59;69;0;
2475;17/12/2010;5;18;22;34;56;1;391.373,87
2474;16/12/2010;11;15;39;40;69;1;1.818.904,87
2473;15/12/2010;19;31;41;47;55;0;
2472;14/12/2010;48;61;66;69;72;0;
2471;13/12/2010;23;40;41;78;80;0;
2470;11/12/2010;2;4;20;25;57;1;434.863,23
2469;10/12/2010;4;20;25;34;56;2;201.167,20
2468;09/12/2010;56;69;74;75;78;1;396.999,49
2467;08/12/2010;5;7;33;36;38;3;121.787,73
2466;07/12/2010;1;10;23;52;53;1;2.509.620,43
2465;06/12/2010;1;15;20;57;79;0;
2464;04/12/2010;8;25;30;52;67;0;
2463;03/12/2010;1;42;48;53;62;0;
2462;02/12/2010;28;30;47;55;58;0;
2461;01/12/2010;2;17;22;74;75;4;721.741,97
2460;30/11/2010;11;18;26;53;56;0;
2459;29/11/2010;21;29;60;62;65;0;
2458;27/11/2010;11;15;26;29;39;0;
2457;26/11/2010;21;31;62;68;78;0;
2456;25/11/2010;1;31;44;54;72;0;
2455;24/11/2010;5;29;35;58;62;2;190.156,03
2454;23/11/2010;33;39;48;65;77;1;783.083,78
2453;22/11/2010;24;25;55;62;69;0;
2452;20/11/2010;14;26;32;47;69;1;1.760.017,49
2451;19/11/2010;1;20;31;36;61;0;
2450;18/11/2010;20;33;42;49;72;0;
2449;17/11/2010;2;11;28;42;76;0;
2448;16/11/2010;14;17;28;47;56;1;886.673,42
2447;13/11/2010;9;22;38;39;55;0;
2446;12/11/2010;4;49;51;58;60;1;1.894.656,94
2445;11/11/2010;1;5;32;53;71;0;
2444;10/11/2010;6;24;25;38;53;0;
2443;09/11/2010;1;46;53;70;75;0;
2442;08/11/2010;3;29;31;35;48;2;191.259,82
2441;06/11/2010;1;11;25;30;75;1;457.080,29
2440;05/11/2010;8;11;25;26;50;1;896.277,40
2439;04/11/2010;1;31;59;70;80;0;
2438;03/11/2010;14;25;29;60;77;1;2.009.733,36
2437;01/11/2010;33;37;44;50;79;0;
2436;30/10/2010;13;47;58;75;78;0;
2435;29/10/2010;17;28;30;37;46;0;
2434;28/10/2010;11;30;37;46;70;1;3.929.130,40
2433;27/10/2010;1;38;53;64;76;0;
2432;26/10/2010;25;41;59;66;74;0;
2431;25/10/2010;9;11;66;71;77;0;
2430;23/10/2010;30;40;43;44;78;0;
2429;22/10/2010;15;26;29;47;79;0;
2428;21/10/2010;37;49;52;56;65;0;
2427;20/10/2010;10;13;17;37;38;3;1.835.838,68
2426;19/10/2010;15;26;31;36;43;0;
2425;18/10/2010;13;48;64;66;77;0;
2424;16/10/2010;1;33;41;43;60;0;
2423;15/10/2010;38;61;65;66;76;0;
2422;14/10/2010;10;16;36;61;80;0;
2421;13/10/2010;15;18;31;54;55;0;
2420;11/10/2010;34;55;67;72;77;0;
2419;09/10/2010;7;8;10;61;73;0;
2418;08/10/2010;1;47;58;64;73;1;3.040.791,00
2417;07/10/2010;1;7;15;72;73;0;
2416;06/10/2010;33;53;56;71;79;0;
2415;05/10/2010;5;28;40;47;73;0;
2414;04/10/2010;2;3;16;56;73;0;
2413;02/10/2010;5;11;60;68;79;0;
2412;01/10/2010;17;19;33;37;71;1;3.542.229,14
2411;30/09/2010;22;26;35;59;66;0;
2410;29/09/2010;37;49;65;72;79;0;
2409;28/09/2010;31;35;41;44;47;0;
2408;27/09/2010;4;19;29;69;71;0;
2407;25/09/2010;12;26;36;45;75;0;
2406;24/09/2010;9;11;15;47;53;0;
2405;23/09/2010;5;10;33;49;61;2;178.106,57
2404;22/09/2010;5;33;41;48;54;2;1.184.374,20
2403;21/09/2010;10;13;26;38;63;0;
2402;20/09/2010;4;9;25;41;45;0;
2401;18/09/2010;2;19;49;53;69;0;
2400;17/09/2010;1;5;40;70;73;0;
2399;16/09/2010;23;25;51;52;56;1;378.602,15
2398;15/09/2010;12;18;39;40;60;1;398.124,33
2397;14/09/2010;5;19;37;69;72;1;400.109,57
2396;13/09/2010;6;14;66;68;73;1;1.976.415,47
2395;11/09/2010;17;35;40;46;74;0;
2394;10/09/2010;5;7;22;40;62;0;
2393;09/09/2010;2;34;38;41;44;0;
2392;08/09/2010;19;30;31;43;52;1;1.867.361,23
2391;06/09/2010;6;8;17;39;73;0;
2390;04/09/2010;5;9;62;66;74;0;
2389;03/09/2010;25;35;52;57;60;0;
2388;02/09/2010;15;17;33;73;76;1;1.773.679,23
2387;01/09/2010;25;32;69;78;79;0;
2386;31/08/2010;17;30;31;39;75;0;
2385;30/08/2010;35;58;64;73;77;0;
2384;28/08/2010;13;15;22;43;48;1;2.296.610,70
2383;27/08/2010;18;31;37;51;71;0;
2382;26/08/2010;3;33;35;42;68;0;
2381;25/08/2010;30;32;34;40;69;0;
2380;24/08/2010;16;23;25;38;53;0;
2379;23/08/2010;25;28;34;43;56;2;178.801,51
2378;21/08/2010;1;4;44;57;66;1;429.683,45
2377;20/08/2010;5;33;38;58;78;2;658.681,62
2376;19/08/2010;10;37;43;48;74;0;
2375;18/08/2010;14;19;23;68;69;0;
2374;17/08/2010;8;16;58;63;72;1;3.844.948,66
2373;16/08/2010;15;34;40;42;52;0;
2372;14/08/2010;3;5;37;40;48;0;
2371;13/08/2010;12;25;30;55;80;0;
2370;12/08/2010;34;71;75;76;78;0;
2369;11/08/2010;19;30;41;56;64;0;
2368;10/08/2010;1;20;54;59;71;0;
2367;09/08/2010;7;11;41;49;68;1;382.162,61
2366;07/08/2010;4;17;38;40;49;1;915.051,27
2365;06/08/2010;41;47;64;66;72;0;
2364;05/08/2010;12;18;34;57;74;3;3.042.960,45
2363;04/08/2010;11;49;58;73;79;0;
2362;03/08/2010;10;28;51;54;68;0;
2361;02/08/2010;10;29;42;63;80;0;
2360;31/07/2010;10;26;28;61;71;0;
2359;30/07/2010;5;40;42;53;57;0;
2358;29/07/2010;11;39;44;49;71;0;
2357;28/07/2010;1;7;19;40;53;0;
2356;27/07/2010;3;17;36;37;45;0;
2355;26/07/2010;18;36;49;65;79;0;
2354;24/07/2010;9;18;25;65;72;0;
2353;23/07/2010;2;13;39;56;72;0;
2352;22/07/2010;25;30;32;68;75;1;425.109,86
2351;21/07/2010;8;12;48;52;60;1;441.776,53
2350;20/07/2010;4;19;27;33;55;1;439.866,59
2349;19/07/2010;9;25;26;31;40;1;1.504.918,55
2348;17/07/2010;32;48;51;54;70;0;
2347;16/07/2010;7;56;62;64;75;0;
2346;15/07/2010;5;18;37;39;58;1;2.104.632,47
2345;14/07/2010;31;43;46;55;77;0;
2344;13/07/2010;24;34;45;74;78;0;
2343;12/07/2010;13;33;39;57;64;0;
2342;10/07/2010;4;32;43;44;52;1;3.408.757,88
2341;09/07/2010;5;6;10;26;64;0;
2340;08/07/2010;4;14;15;29;36;0;
2339;07/07/2010;6;7;10;38;48;0;
2338;06/07/2010;18;21;52;60;72;0;
2337;05/07/2010;42;44;58;62;70;0;
2336;03/07/2010;14;17;39;45;76;2;2.621.250,97
2335;02/07/2010;7;19;72;75;78;0;
2334;01/07/2010;1;5;15;27;44;0;
2333;30/06/2010;6;35;40;53;65;0;
2332;29/06/2010;17;21;25;44;75;0;
2331;28/06/2010;38;53;69;75;78;0;
2330;26/06/2010;1;17;22;38;67;0;
2329;25/06/2010;31;33;63;67;72;0;
2328;24/06/2010;8;24;31;39;72;0;
2327;23/06/2010;11;12;26;29;77;1;417.633,12
2326;22/06/2010;9;14;28;56;62;2;434.861,07
2325;21/06/2010;3;10;13;37;80;0;
2324;19/06/2010;10;17;23;45;68;1;950.307,25
2323;18/06/2010;11;37;55;62;68;0;
2322;17/06/2010;8;13;14;33;59;2;2.071.075,18
2321;16/06/2010;19;55;66;67;78;0;
2320;15/06/2010;6;43;44;57;80;0;
2319;14/06/2010;15;18;23;34;60;0;
2318;12/06/2010;11;23;29;62;70;0;
2317;11/06/2010;21;28;29;51;58;0;
2316;10/06/2010;31;37;62;73;77;0;
2315;09/06/2010;1;8;15;23;57;1;452.453,49
2314;08/06/2010;7;23;49;58;65;3;739.983,79
2313;07/06/2010;31;35;41;66;75;0;
2312;05/06/2010;2;9;37;66;67;0;
2311;04/06/2010;18;27;50;63;64;0;
2310;02/06/2010;15;16;34;42;43;2;1.424.535,61
2309;01/06/2010;6;20;57;63;66;0;
2308;31/05/2010;17;20;29;46;79;0;
2307;29/05/2010;15;29;36;75;80;0;
2306;28/05/2010;12;45;69;71;77;0;
2305;27/05/2010;8;35;61;67;68;1;3.463.053,05
2304;26/05/2010;18;31;57;79;80;0;
2303;25/05/2010;6;57;68;69;80;0;
2302;24/05/2010;10;32;33;39;69;0;
2301;22/05/2010;2;6;54;73;76;0;
2300;21/05/2010;5;12;25;54;62;0;
2299;20/05/2010;8;10;14;47;48;2;738.984,54
2298;19/05/2010;10;53;61;68;74;0;
2297;18/05/2010;9;27;59;62;74;0;
2296;17/05/2010;12;27;36;47;62;1;414.144,73
2295;15/05/2010;11;13;20;33;67;1;482.614,33
2294;14/05/2010;9;20;26;36;54;1;2.202.003,18
2293;13/05/2010;13;29;31;39;44;0;
2292;12/05/2010;44;51;54;55;75;0;
2291;11/05/2010;2;6;39;59;73;0;
2290;10/05/2010;2;10;13;55;58;2;1.351.503,68
2289;08/05/2010;8;38;40;63;78;0;
2288;07/05/2010;7;9;22;24;80;0;
2287;06/05/2010;14;21;69;70;79;0;
2286;05/05/2010;2;53;57;71;77;0;
2285;04/05/2010;22;29;66;69;77;1;958.416,41
2284;03/05/2010;5;28;39;75;80;0;
2283;30/04/2010;2;5;15;36;62;1;1.488.110,09
2282;29/04/2010;44;57;71;76;79;0;
2281;28/04/2010;33;41;52;56;75;0;
2280;27/04/2010;24;26;28;48;68;2;211.870,51
2279;26/04/2010;51;53;75;77;80;1;951.443,78
2278;24/04/2010;6;11;15;25;48;0;
2277;23/04/2010;4;23;24;25;31;1;402.217,18
2276;22/04/2010;28;41;58;60;79;2;1.769.850,04
2275;20/04/2010;23;28;40;49;73;0;
2274;19/04/2010;19;31;44;62;65;0;
2273;17/04/2010;3;37;42;54;70;0;
2272;16/04/2010;12;22;33;40;56;0;
2271;15/04/2010;43;44;48;69;70;0;
2270;14/04/2010;9;27;37;67;76;1;2.158.407,02
2269;13/04/2010;11;23;29;31;44;0;
2268;12/04/2010;11;22;27;40;78;0;
2267;10/04/2010;18;24;29;66;77;0;
2266;09/04/2010;6;15;26;28;60;1;2.084.947,89
2265;08/04/2010;13;19;27;30;44;0;
2264;07/04/2010;2;10;38;49;73;0;
2263;06/04/2010;6;25;31;71;75;0;
2262;05/04/2010;5;10;36;50;60;1;3.139.702,87
2261;03/04/2010;35;40;43;55;69;0;
2260;01/04/2010;3;39;74;75;78;0;
2259;31/03/2010;6;9;21;37;47;0;
2258;30/03/2010;6;16;21;48;80;0;
2257;29/03/2010;5;10;11;47;65;0;
2256;27/03/2010;15;26;58;62;79;1;1.448.741,10
2255;26/03/2010;2;23;37;58;72;0;
2254;25/03/2010;43;50;55;79;80;0;
2253;24/03/2010;1;14;15;23;30;1;2.180.877,82
2252;23/03/2010;19;32;43;50;52;0;
2251;22/03/2010;25;33;44;61;75;0;
2250;20/03/2010;27;41;67;71;72;0;
2249;19/03/2010;7;35;54;59;71;1;2.175.696,24
2248;18/03/2010;11;14;24;76;79;0;
2247;17/03/2010;14;32;38;51;60;0;
2246;16/03/2010;4;8;26;55;75;0;
2245;15/03/2010;4;36;53;73;79;1;5.181.326,30
2244;13/03/2010;17;36;37;41;43;0;
2243;12/03/2010;36;42;51;71;78;0;
2242;12/03/2010;40;43;46;66;71;0;
2241;10/03/2010;6;14;37;54;62;0;
2240;09/03/2010;39;46;54;55;76;0;
2239;08/03/2010;1;3;31;37;42;0;
2238;06/03/2010;18;20;25;47;68;0;
2237;05/03/2010;19;20;30;55;78;1;454.577,40
2236;04/03/2010;13;18;37;46;47;1;450.258,41
2235;03/03/2010;7;11;41;49;59;1;436.017,81
2234;02/03/2010;8;29;39;59;73;1;2.023.371,75
2233;01/03/2010;18;53;59;67;79;0;
2232;27/02/2010;9;33;60;70;75;0;
2231;26/02/2010;6;16;31;50;56;0;
2230;25/02/2010;12;42;43;76;79;1;1.317.130,74
2229;24/02/2010;2;8;20;24;69;0;
2228;23/02/2010;13;19;34;69;77;0;
2227;22/02/2010;1;3;39;53;59;1;860.626,09
2226;20/02/2010;29;45;53;72;80;0;
2225;19/02/2010;3;4;12;13;68;1;399.884,73
2224;18/02/2010;10;14;37;61;74;1;824.845,39
2223;17/02/2010;6;13;39;43;65;0;
2222;13/02/2010;6;9;19;46;67;1;422.684,97
2221;12/02/2010;14;19;30;72;76;1;2.023.360,16
2220;11/02/2010;12;31;42;46;56;0;
2219;10/02/2010;14;30;51;53;71;0;
2218;09/02/2010;9;21;39;47;75;0;
2217;08/02/2010;9;18;27;51;56;1;3.346.744,14
2216;06/02/2010;8;9;33;39;51;0;
2215;05/02/2010;29;40;41;57;70;0;
2214;04/02/2010;10;14;15;63;73;0;
2213;03/02/2010;15;43;68;74;75;0;
2212;02/02/2010;13;20;31;62;79;0;
2211;01/02/2010;6;49;51;54;56;1;394.580,44
2210;30/01/2010;12;33;34;40;67;1;1.481.073,66
2209;29/01/2010;1;28;50;63;74;0;
2208;28/01/2010;9;17;44;50;63;0;
2207;27/01/2010;5;10;19;29;50;6;227.717,33
2206;26/01/2010;1;3;28;48;69;0;
2205;25/01/2010;4;25;50;59;72;0;
2204;23/01/2010;2;18;41;68;70;1;2.071.976,62
2203;22/01/2010;1;13;42;56;65;0;
2202;21/01/2010;17;37;68;74;80;0;
2201;20/01/2010;33;43;45;65;72;0;
2200;19/01/2010;3;9;37;64;68;2;757.593,06
2199;18/01/2010;10;12;51;65;71;0;
2198;16/01/2010;6;17;66;67;75;0;
2197;15/01/2010;1;3;4;33;49;1;433.105,88
2196;14/01/2010;17;20;41;64;76;1;435.360,62
2195;13/01/2010;19;22;29;30;32;2;738.864,62
2194;12/01/2010;2;5;19;31;62;0;
2193;11/01/2010;10;19;41;47;54;0;
2192;09/01/2010;23;24;32;42;73;1;3.409.014,06
2191;08/01/2010;16;29;32;39;70;0;
2190;07/01/2010;20;40;57;70;79;0;
2189;06/01/2010;22;36;41;68;77;0;
2188;05/01/2010;8;12;26;36;59;0;
2187;04/01/2010;4;25;35;44;62;0;
2186;02/01/2010;24;25;48;52;79;1;1.472.855,78
2185;31/12/2009;4;15;20;64;80;0;
2184;30/12/2009;2;3;16;18;63;0;
2183;29/12/2009;16;39;50;70;76;0;
2182;28/12/2009;10;34;58;75;80;1;1.861.450,43
2181;26/12/2009;7;45;62;63;69;0;
2180;24/12/2009;5;20;26;59;61;0;
2179;23/12/2009;1;4;17;54;55;0;
2178;22/12/2009;10;45;61;62;80;2;2.127.388,17
2177;21/12/2009;1;52;59;69;72;0;
2176;19/12/2009;25;42;44;64;69;0;
2175;18/12/2009;5;22;27;47;73;0;
2174;17/12/2009;2;4;30;37;44;0;
2173;16/12/2009;20;48;52;79;80;0;
2172;15/12/2009;13;24;61;62;78;0;
2171;14/12/2009;21;52;60;68;73;2;216.364,43
2170;12/12/2009;1;31;39;48;56;1;8.929.215,11
2169;11/12/2009;15;25;26;30;78;0;
2168;10/12/2009;1;32;38;53;77;0;
2167;09/12/2009;3;4;12;70;78;0;
2166;08/12/2009;22;25;28;37;56;0;
2165;07/12/2009;16;45;46;50;77;0;
2164;05/12/2009;22;41;48;71;76;0;
2163;04/12/2009;5;15;17;42;60;0;
2162;03/12/2009;2;18;35;50;54;0;
2161;02/12/2009;49;59;68;75;77;0;
2160;01/12/2009;3;22;63;68;74;0;
2159;30/11/2009;16;30;34;43;51;0;
2158;28/11/2009;10;14;29;47;65;1;904.727,58
2157;27/11/2009;2;4;39;72;73;0;
2156;26/11/2009;2;10;32;43;77;2;1.339.600,02
2155;25/11/2009;8;18;34;35;67;0;
2154;25/11/2009;7;68;71;74;76;0;
2153;25/11/2009;29;36;44;54;59;0;
2152;21/11/2009;1;18;20;50;70;0;
2151;20/11/2009;22;41;58;60;78;0;
2150;19/11/2009;15;28;49;61;80;1;417.198,65
2149;18/11/2009;6;38;42;60;67;1;412.399,46
2148;17/11/2009;10;21;38;57;59;1;445.146,15
2147;16/11/2009;7;29;40;41;53;2;1.744.254,99
2146;14/11/2009;4;15;35;42;46;0;
2145;13/11/2009;6;8;37;46;53;0;
2144;12/11/2009;6;7;9;53;67;0;
2143;11/11/2009;1;20;51;62;74;0;
2142;10/11/2009;6;28;34;44;60;0;
2141;09/11/2009;13;15;21;52;72;1;921.153,03
2140;07/11/2009;5;22;52;62;67;0;
2139;06/11/2009;46;53;72;77;79;1;1.419.438,06
2138;05/11/2009;19;52;56;70;74;0;
2137;04/11/2009;9;13;58;69;72;0;
2136;03/11/2009;3;20;45;58;68;1;961.759,42
2135;31/10/2009;7;10;40;45;49;0;
2134;30/10/2009;13;21;64;66;80;1;861.025,12
2133;29/10/2009;14;22;38;39;80;0;
2132;28/10/2009;3;13;22;39;69;1;1.777.888,38
2131;27/10/2009;13;35;60;63;73;0;
2130;26/10/2009;6;37;41;52;55;0;
2129;25/10/2009;16;48;53;61;74;0;
2128;23/10/2009;9;17;46;47;72;1;881.874,70
2127;22/10/2009;5;26;27;46;59;0;
2126;21/10/2009;2;47;58;66;68;1;895.498,42
2125;20/10/2009;4;6;11;56;67;0;
2124;19/10/2009;27;44;54;70;73;1;3.143.519,68
2123;17/10/2009;12;22;31;36;77;0;
2122;16/10/2009;7;19;40;63;80;0;
2121;15/10/2009;9;25;37;40;70;0;
2120;14/10/2009;2;13;20;38;50;0;
2119;13/10/2009;16;44;46;51;66;0;
2118;10/10/2009;14;17;21;25;42;1;1.392.079,83
2117;09/10/2009;19;35;45;60;77;0;
2116;08/10/2009;16;18;26;37;80;0;
2115;07/10/2009;7;21;60;72;75;1;1.754.543,98
2114;06/10/2009;20;21;64;74;76;0;
2113;05/10/2009;1;4;20;58;74;0;
2112;03/10/2009;49;61;64;71;75;0;
2111;01/10/2009;17;49;50;51;78;1;436.396,82
2110;29/09/2009;10;12;52;65;70;1;2.198.713,60
2109;26/09/2009;13;33;40;57;69;0;
2108;24/09/2009;47;51;61;62;75;0;
2107;22/09/2009;14;61;62;64;72;0;
2106;19/09/2009;41;55;62;75;80;1;465.771,63
2105;17/09/2009;2;20;27;56;61;1;952.928,74
2104;15/09/2009;9;28;36;41;79;0;
2103;12/09/2009;1;5;8;25;80;3;162.819,51
2102;10/09/2009;5;11;35;44;78;2;234.823,64
2101;08/09/2009;9;42;60;72;79;1;333.989,49
2100;05/09/2009;4;6;7;62;74;1;2.417.845,39
2099;03/09/2009;1;27;32;57;77;0;
2098;01/09/2009;7;13;17;32;61;0;
2097;29/08/2009;37;40;43;50;58;0;
2096;27/08/2009;3;51;54;55;57;1;447.849,33
2095;25/08/2009;26;34;37;44;45;4;570.893,82
2094;22/08/2009;4;56;57;62;65;0;
2093;20/08/2009;7;11;46;53;55;0;
2092;18/08/2009;14;28;48;67;69;0;
2091;15/08/2009;1;2;4;9;67;2;506.201,34
2090;13/08/2009;23;44;45;51;68;0;
2089;11/08/2009;31;34;54;56;71;1;1.072.819,93
2088;08/08/2009;42;47;52;69;70;0;
2087;06/08/2009;10;33;59;60;80;1;1.616.405,99
2086;04/08/2009;15;45;63;64;66;0;
2085;01/08/2009;1;27;30;40;71;0;
2084;30/07/2009;15;47;51;68;72;2;213.043,35
2083;28/07/2009;2;13;22;34;61;1;426.708,86
2082;25/07/2009;7;20;25;36;73;1;469.286,71
2081;23/07/2009;16;17;48;73;80;1;429.352,28
2080;21/07/2009;3;6;30;47;72;1;452.408,80
2079;18/07/2009;4;11;30;34;62;1;996.030,55
2078;16/07/2009;9;13;41;58;60;0;
2077;14/07/2009;2;42;46;50;78;1;4.530.749,86
2076;11/07/2009;19;20;55;60;74;0;
2075;09/07/2009;11;28;33;49;52;0;
2074;07/07/2009;7;23;30;50;79;0;
2073;04/07/2009;40;55;73;75;78;0;
2072;02/07/2009;17;32;34;48;76;0;
2071;30/06/2009;13;14;53;54;64;0;
2070;27/06/2009;3;35;52;53;66;1;450.457,52
2069;25/06/2009;5;7;25;36;63;2;196.406,63
2068;23/06/2009;18;41;45;68;72;1;423.490,88
2067;20/06/2009;15;18;58;59;60;5;191.149,46
2066;18/06/2009;8;29;45;51;72;0;
2065;16/06/2009;3;10;11;13;28;8;218.685,35
